# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2020ziiv, 216148,  3.5, 0.19,      MLv,         trimmed mean,   21,  IG-EPN
igepn2020ziiv, 216148,  3.7, 0.12,     Mjma,         trimmed mean,   21,  IG-EPN
igepn2020ziiv, 216148,  3.7, 0.18,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2020ziiv, 216148,  3.9, 0.21,       ML,     trimmed mean(25),   20,  IG-EPN
igepn2020ziiv, 216148,  3.7,  NaN,        M,     weighted average,   21,  IG-EPN
igepn2020yvft, 215716,  4.0, 0.19,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2020yvft, 215716,  3.5, 0.20,      MLv,     trimmed mean(25),    6,  IG-EPN
igepn2020yvft, 215716,  3.6, 0.11,     Mjma,     trimmed mean(25),    6,  IG-EPN
igepn2020yvft, 215716,  3.7,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2020yvqk, 215730,  4.4, 0.15,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2020yvqk, 215730,  4.5, 0.36,       ML,         trimmed mean,    7,  IG-EPN
igepn2020yvqk, 215730,  4.3, 0.27,      MLv,         trimmed mean,    6,  IG-EPN
igepn2020yvqk, 215730,  4.5, 0.30,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2020yvqk, 215730,  4.4,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2021avdj, 216824,  4.1, 0.20,     Mjma,     trimmed mean(25),    6,  IG-EPN
igepn2021avdj, 216824,  4.5, 0.19,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2021avdj, 216824,  4.0, 0.14,      MLv,     trimmed mean(25),    6,  IG-EPN
igepn2021avdj, 216824,  4.2, 0.12,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021avdj, 216824,  4.2,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2021bbbj, 216942,  5.1, 0.16,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2021bbbj, 216942,  5.1, 0.27,       ML,         trimmed mean,   31,  IG-EPN
igepn2021bbbj, 216942,  4.8, 0.23,      MLv,         trimmed mean,   31,  IG-EPN
igepn2021bbbj, 216942,  4.9, 0.19,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2021bbbj, 216942,  5.0,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2021bajz, 216921,  5.1, 0.15,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2021bajz, 216921,  5.1, 0.25,       ML,         trimmed mean,   25,  IG-EPN
igepn2021bajz, 216921,  4.7, 0.18,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021bajz, 216921,  4.9, 0.19,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2021bajz, 216921,  4.9,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021bbgl, 216949,  4.5, 0.16,     Mjma,         trimmed mean,   28,  IG-EPN
igepn2021bbgl, 216949,  4.2, 0.21,      MLv,         trimmed mean,   28,  IG-EPN
igepn2021bbgl, 216949,  4.4,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2021bbgl, 216949,  4.5, 0.26,       ML,     trimmed mean(25),   12,  IG-EPN
igepn2021bcfu, 217007,  4.5, 0.15,     Mjma,         trimmed mean,   31,  IG-EPN
igepn2021bcfu, 217007,  4.6, 0.23,       ML,         trimmed mean,   31,  IG-EPN
igepn2021bcfu, 217007,  4.2, 0.18,      MLv,         trimmed mean,   31,  IG-EPN
igepn2021bcfu, 217007,  4.3, 0.21,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2021bcfu, 217007,  4.4,  NaN,        M,     weighted average,   31,  IG-EPN
igepn2021arcf, 216721,  4.3, 0.14,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2021arcf, 216721,  4.1, 0.17,      MLv,         trimmed mean,   30,  IG-EPN
igepn2021arcf, 216721,  4.2,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2021arej, 216726,  4.1, 0.14,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2021arej, 216726,  4.3, 0.22,       ML,         trimmed mean,   25,  IG-EPN
igepn2021arej, 216726,  3.9, 0.16,      MLv,         trimmed mean,   24,  IG-EPN
igepn2021arej, 216726,  4.0, 0.29,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2021arej, 216726,  4.1,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021arcg, 216722,  4.1, 0.15,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2021arcg, 216722,  3.9, 0.21,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021arcg, 216722,  4.0,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021bbtj, 216979,  4.0, 0.19,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2021bbtj, 216979,  3.9, 0.25,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021bbtj, 216979,  4.1,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021bbtj, 216979,  4.3, 0.28,       ML,     trimmed mean(25),   11,  IG-EPN
igepn2021bbdj, 216945,  3.9, 0.14,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2021bbdj, 216945,  4.1, 0.20,       ML,         trimmed mean,   19,  IG-EPN
igepn2021bbdj, 216945,  3.7, 0.18,      MLv,         trimmed mean,   20,  IG-EPN
igepn2021bbdj, 216945,  4.5, 0.60,   Ms(BB),                 mean,    2,  IG-EPN
igepn2021bbdj, 216945,  4.0,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2021bbgn, 216951,  4.1, 0.18,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2021bbgn, 216951,  4.0, 0.24,       ML,         trimmed mean,   19,  IG-EPN
igepn2021bbgn, 216951,  3.6, 0.21,      MLv,         trimmed mean,   20,  IG-EPN
igepn2021bbgn, 216951,  4.1, 0.41,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2021bbgn, 216951,  3.9,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2021atvl, 216768,  4.0, 0.17,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2021atvl, 216768,  4.2, 0.19,       ML,         trimmed mean,   24,  IG-EPN
igepn2021atvl, 216768,  3.8, 0.18,      MLv,         trimmed mean,   24,  IG-EPN
igepn2021atvl, 216768,  4.0, 0.19,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2021atvl, 216768,  3.9, 0.48,       ML,                 mean,    2,  IG-EPN
igepn2021atvl, 216768,  4.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2021bbzh, 216992,  3.8, 0.13,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2021bbzh, 216992,  4.0, 0.21,       ML,         trimmed mean,   30,  IG-EPN
igepn2021bbzh, 216992,  3.6, 0.16,      MLv,         trimmed mean,   30,  IG-EPN
igepn2021bbzh, 216992,  3.8, 0.17,   Ms(BB),         trimmed mean,    9,  IG-EPN
igepn2021bbzh, 216992,  3.8,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2021bclo, 217022,  3.8, 0.17,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2021bclo, 217022,  4.0, 0.25,       ML,         trimmed mean,   29,  IG-EPN
igepn2021bclo, 217022,  3.6, 0.19,      MLv,         trimmed mean,   30,  IG-EPN
igepn2021bclo, 217022,  3.7, 0.20,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2021bclo, 217022,  3.8,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2021awig, 216843,  3.9, 0.17,     Mjma,         trimmed mean,   26,  IG-EPN
igepn2021awig, 216843,  4.0, 0.21,       ML,         trimmed mean,   26,  IG-EPN
igepn2021awig, 216843,  3.6, 0.19,      MLv,         trimmed mean,   26,  IG-EPN
igepn2021awig, 216843,  3.8, 0.06,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2021awig, 216843,  3.8,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2013fejh,   8477,  4.1, 0.15,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2013fejh,   8477,  4.2, 0.27,      MLv,         trimmed mean,   25,  IG-EPN
igepn2013fejh,   8477,  4.2, 0.17,   Ms(BB),         trimmed mean,   20,  IG-EPN
igepn2013fejh,   8477,  4.2, 0.14,      MLv,     trimmed mean(25),    5,  IG-EPN
igepn2013fejh,   8477,  4.1,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013fejb,   8476,  4.0, 0.15,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2013fejb,   8476,  4.1, 0.23,      MLv,         trimmed mean,   25,  IG-EPN
igepn2013fejb,   8476,  4.1, 0.16,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2013fejb,   8476,  4.0,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2013fehr,   8472,  4.1, 0.12,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2013fehr,   8472,  4.2, 0.28,      MLv,         trimmed mean,   25,  IG-EPN
igepn2013fehr,   8472,  4.2, 0.17,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2013fehr,   8472,  4.1, 0.19,      MLv,     trimmed mean(25),    4,  IG-EPN
igepn2013fehr,   8472,  4.2,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021bbgs, 216952,  3.8, 0.12,     Mjma,         trimmed mean,    7,  IG-EPN
igepn2021bbgs, 216952,  3.9, 0.20,       ML,         trimmed mean,    7,  IG-EPN
igepn2021bbgs, 216952,  3.5, 0.13,      MLv,         trimmed mean,    7,  IG-EPN
igepn2021bbgs, 216952,  3.5, 0.15,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021bbgs, 216952,  3.7,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2021bsez, 217411,  4.4, 0.14,     Mjma,         trimmed mean,   38,  IG-EPN
igepn2021bsez, 217411,  4.2, 0.20,      MLv,         trimmed mean,   38,  IG-EPN
igepn2021bsez, 217411,  4.4, 0.16,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2021bsez, 217411,  4.6, 0.27,       ML,     trimmed mean(25),   33,  IG-EPN
igepn2021bsez, 217411,  4.4,  NaN,        M,     weighted average,   38,  IG-EPN
igepn2021bbae, 216939,  4.3, 0.15,     Mjma,         trimmed mean,   28,  IG-EPN
igepn2021bbae, 216939,  4.0, 0.19,      MLv,         trimmed mean,   28,  IG-EPN
igepn2021bbae, 216939,  4.3, 0.11,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2021bbae, 216939,  4.3, 0.24,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2021bbae, 216939,  4.2,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2021bbbw, 216943,  4.3, 0.30,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2021bbbw, 216943,  3.9, 0.20,      MLv,         trimmed mean,   23,  IG-EPN
igepn2021bbbw, 216943,  4.2, 0.15,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2021bbbw, 216943,  4.4, 0.30,       ML,     trimmed mean(25),   15,  IG-EPN
igepn2021bbbw, 216943,  4.2,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2021bdmq, 217055,  3.7, 0.24,     Mjma,         trimmed mean,   10,  IG-EPN
igepn2021bdmq, 217055,  3.9, 0.29,       ML,         trimmed mean,   11,  IG-EPN
igepn2021bdmq, 217055,  3.5, 0.24,      MLv,         trimmed mean,   10,  IG-EPN
igepn2021bdmq, 217055,  3.7, 0.28,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021bdmq, 217055,  3.7,  NaN,        M,     weighted average,   11,  IG-EPN
igepn2021begr, 217081,  4.2, 0.37,     Mjma,         trimmed mean,    5,  IG-EPN
igepn2021begr, 217081,  4.3, 0.44,       ML,         trimmed mean,    5,  IG-EPN
igepn2021begr, 217081,  3.9, 0.38,      MLv,         trimmed mean,    5,  IG-EPN
igepn2021begr, 217081,  3.9, 0.40,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021begr, 217081,  4.1,  NaN,        M,     weighted average,    5,  IG-EPN
igepn2020bbcz, 200197,  3.9, 0.13,     Mjma,         trimmed mean,   32,  IG-EPN
igepn2020bbcz, 200197,  3.7, 0.13,      MLv,         trimmed mean,   32,  IG-EPN
igepn2020bbcz, 200197,  3.8, 0.15,   Ms(BB),         trimmed mean,   16,  IG-EPN
igepn2020bbcz, 200197,  4.0, 0.22,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2020bbcz, 200197,  3.9,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2021cqnj, 217882,  4.2, 0.11,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2021cqnj, 217882,  4.0, 0.13,      MLv,         trimmed mean,   18,  IG-EPN
igepn2021cqnj, 217882,  4.2, 0.14,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2021cqnj, 217882,  4.1,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2021dazc, 218123,  5.8, 0.18,     Mjma,         trimmed mean,    9,  IG-EPN
igepn2021dazc, 218123,  5.6, 0.14,      MLv,         trimmed mean,    9,  IG-EPN
igepn2021dazc, 218123,  5.6, 0.12,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2021dazc, 218123,  5.8,  NaN,        M,     weighted average,    9,  IG-EPN
igepn2021dazc, 218123,  6.0, 0.32,       ML,     trimmed mean(25),    8,  IG-EPN
igepn2020dieh, 202100,  3.9, 0.14,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2020dieh, 202100,  3.9, 0.22,      MLv,         trimmed mean,   34,  IG-EPN
igepn2020dieh, 202100,  4.0, 0.25,   Ms(BB),         trimmed mean,   18,  IG-EPN
igepn2020dieh, 202100,  3.7, 0.26,      MLv,     trimmed mean(25),   12,  IG-EPN
igepn2020dieh, 202100,  3.9,  NaN,        M,     weighted average,   34,  IG-EPN
igepn2020dieh, 202100,  3.9, 0.17,     Mjma,     trimmed mean(25),   12,  IG-EPN
igepn2020dqmr, 202292,  3.7, 0.18,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2020dqmr, 202292,  3.7, 0.24,      MLv,         trimmed mean,   24,  IG-EPN
igepn2020dqmr, 202292,  4.1, 0.20,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2020dqmr, 202292,  3.8,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2020ekzh, 202763,  4.3, 0.18,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2020ekzh, 202763,  4.0, 0.17,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020ekzh, 202763,  4.0, 0.18,     Mjma,                 mean,    2,  IG-EPN
igepn2020ekzh, 202763,  4.1,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020ekzh, 202763,  4.0, 0.12,      MLv,                 mean,    2,  IG-EPN
igepn2020eqis, 202888,  4.6, 0.16,     Mjma,         trimmed mean,   16,  IG-EPN
igepn2020eqis, 202888,  4.5, 0.35,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020eqis, 202888,  4.9, 0.28,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2020eqis, 202888,  5.1, 0.13,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2020eqis, 202888,  4.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021dknr, 218294,  5.7, 0.06,       mb,                 mean,    2,  IG-EPN
igepn2021dknr, 218294,  5.7, 0.27,       mB,                 mean,    2,  IG-EPN
igepn2021dknr, 218294,  5.3, 0.40,   Mw(mB),                     ,    2,  IG-EPN
igepn2021dknr, 218294,  5.2, 0.19,      MLv,         trimmed mean,   42,  IG-EPN
igepn2021dknr, 218294,  5.1, 0.29,   Ms(BB),         trimmed mean,   37,  IG-EPN
igepn2021dknr, 218294,  4.2, 0.00,      Mwp,                 mean,    1,  IG-EPN
igepn2021dknr, 218294,  3.7, 0.40,  Mw(Mwp),                     ,    1,  IG-EPN
igepn2021dknr, 218294,  5.3,  NaN,        M,     weighted average,   42,  IG-EPN
igepn2020hntf, 204721,  4.2, 0.21,      MLv,         trimmed mean,   37,  IG-EPN
igepn2020hntf, 204721,  4.2,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2020icgp, 205139,  4.3, 0.17,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2020icgp, 205139,  4.1, 0.18,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020icgp, 205139,  4.7, 0.27,       ML,     trimmed mean(25),    8,  IG-EPN
igepn2020icgp, 205139,  4.3,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020fhil, 203252,  5.4, 0.17,     Mjma,         trimmed mean,   41,  IG-EPN
igepn2020fhil, 203252,  5.2, 0.19,      MLv,         trimmed mean,   43,  IG-EPN
igepn2020fhil, 203252,  5.1, 0.16,   Ms(BB),         trimmed mean,   17,  IG-EPN
igepn2020fhil, 203252,  5.8, 0.69,   Mw(mB),                     ,    3,  IG-EPN
igepn2020fhil, 203252,  6.1, 0.69,       mB,                 mean,    3,  IG-EPN
igepn2020fhil, 203252,  6.2, 0.77,       mb,                 mean,    3,  IG-EPN
igepn2020fhil, 203252,  5.5, 0.36,      MLv,     trimmed mean(25),    5,  IG-EPN
igepn2020fhil, 203252,  5.5,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2020fhil, 203252,  5.6, 0.27,     Mjma,     trimmed mean(25),    4,  IG-EPN
igepn2020jkxz, 205980,  3.7, 0.12,     Mjma,         trimmed mean,   27,  IG-EPN
igepn2020jkxz, 205980,  3.6, 0.20,      MLv,         trimmed mean,   28,  IG-EPN
igepn2020jkxz, 205980,  3.7, 0.22,   Ms(BB),         trimmed mean,   15,  IG-EPN
igepn2020jkxz, 205980,  3.7, 0.10,     Mjma,     trimmed mean(25),    8,  IG-EPN
igepn2020jkxz, 205980,  3.6,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2020jkxz, 205980,  3.5, 0.16,      MLv,     trimmed mean(25),    8,  IG-EPN
igepn2020kayr, 206251,  4.5, 0.27,     Mjma,         trimmed mean,   10,  IG-EPN
igepn2020kayr, 206251,  4.3, 0.32,      MLv,         trimmed mean,   10,  IG-EPN
igepn2020kayr, 206251,  4.8, 0.30,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2020kayr, 206251,  4.5,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2020kcuu, 206276,  3.9, 0.19,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2020kcuu, 206276,  3.8, 0.17,      MLv,         trimmed mean,   24,  IG-EPN
igepn2020kcuu, 206276,  3.8, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2020kcuu, 206276,  4.1, 0.23,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2020kcuu, 206276,  3.9,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2020kjpu, 206337,  4.1, 0.20,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2020kjpu, 206337,  4.0, 0.24,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020kjpu, 206337,  4.2, 0.29,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2020kjpu, 206337,  4.3, 0.55,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2020kjpu, 206337,  4.2,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020kyyt, 206630,  3.6, 0.13,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2020kyyt, 206630,  3.6, 0.19,      MLv,         trimmed mean,   25,  IG-EPN
igepn2020kyyt, 206630,  3.8, 0.16,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2020kyyt, 206630,  4.1, 0.18,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2020kyyt, 206630,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2020liko, 206796,  3.9, 0.15,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2020liko, 206796,  3.8, 0.22,      MLv,         trimmed mean,   12,  IG-EPN
igepn2020liko, 206796,  3.8, 0.17,      MLv,                 mean,    3,  IG-EPN
igepn2020liko, 206796,  3.8,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2020liko, 206796,  3.9, 0.24,     Mjma,                 mean,    2,  IG-EPN
igepn2020lngg, 206897,  3.8, 0.19,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2020lngg, 206897,  3.7, 0.25,      MLv,         trimmed mean,   12,  IG-EPN
igepn2020lngg, 206897,  3.9, 0.38,       ML,     trimmed mean(25),   10,  IG-EPN
igepn2020lngg, 206897,  3.8,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2021dtsm, 218525,  3.6, 0.18,      MLv,         trimmed mean,   20,  IG-EPN
igepn2021dtsm, 218525,  3.8, 0.16,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2021dtsm, 218525,  3.7, 0.28,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021dtsm, 218525,  4.0, 0.21,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2021dtsm, 218525,  3.8,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2020mjty, 207266,  3.5, 0.13,     Mjma,         trimmed mean,   15,  IG-EPN
igepn2020mjty, 207266,  3.5, 0.16,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020mjty, 207266,  3.9, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2020mjty, 207266,  3.6,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020muio, 207485,  4.4, 0.13,     Mjma,         trimmed mean,   26,  IG-EPN
igepn2020muio, 207485,  4.2, 0.16,      MLv,         trimmed mean,   26,  IG-EPN
igepn2020muio, 207485,  4.3, 0.13,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2020muio, 207485,  4.6, 0.41,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2020muio, 207485,  4.4,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2020npmw, 207908,  3.8, 0.13,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2020npmw, 207908,  3.7, 0.16,      MLv,         trimmed mean,   36,  IG-EPN
igepn2020npmw, 207908,  3.9, 0.17,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2020npmw, 207908,  3.8,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2020ogtz, 208133,  4.3, 0.17,     Mjma,         trimmed mean,   47,  IG-EPN
igepn2020ogtz, 208133,  4.3, 0.22,      MLv,         trimmed mean,   47,  IG-EPN
igepn2020ogtz, 208133,  4.4, 0.22,   Ms(BB),         trimmed mean,   37,  IG-EPN
igepn2020ogtz, 208133,  4.3,  NaN,        M,     weighted average,   47,  IG-EPN
igepn2020qeie, 209113,  3.7, 0.18,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2020qeie, 209113,  3.6, 0.17,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020qeie, 209113,  4.0, 0.20,       ML,     trimmed mean(25),   15,  IG-EPN
igepn2020qeie, 209113,  3.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020qnky, 209336,  4.4, 0.18,     Mjma,         trimmed mean,   38,  IG-EPN
igepn2020qnky, 209336,  4.3, 0.19,      MLv,         trimmed mean,   38,  IG-EPN
igepn2020qnky, 209336,  4.2, 0.27,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2020qnky, 209336,  4.3,  NaN,        M,     weighted average,   38,  IG-EPN
igepn2020qppg, 209400,  4.2, 0.20,     Mjma,         trimmed mean,    7,  IG-EPN
igepn2020qppg, 209400,  3.9, 0.19,      MLv,         trimmed mean,    7,  IG-EPN
igepn2020qppg, 209400,  4.2, 0.12,   Ms(BB),                 mean,    2,  IG-EPN
igepn2020qppg, 209400,  4.1,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2020rjlu, 209972,  4.9, 0.17,     Mjma,         trimmed mean,   11,  IG-EPN
igepn2020rjlu, 209972,  4.5, 0.24,      MLv,         trimmed mean,   11,  IG-EPN
igepn2020rjlu, 209972,  4.6, 0.20,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2020rjlu, 209972,  4.7,  NaN,        M,     weighted average,   11,  IG-EPN
igepn2020tevw, 211361,  4.0, 0.14,     Mjma,         trimmed mean,   30,  IG-EPN
igepn2020tevw, 211361,  3.8, 0.20,      MLv,         trimmed mean,   30,  IG-EPN
igepn2020tevw, 211361,  3.9, 0.28,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2020tevw, 211361,  3.7, 0.00,     Mjma,                 mean,    1,  IG-EPN
igepn2020tevw, 211361,  3.9,  NaN,        M,     weighted average,   30,  IG-EPN
igepn2020tvmd, 211843,  3.7, 0.18,     Mjma,         trimmed mean,   29,  IG-EPN
igepn2020tvmd, 211843,  3.5, 0.22,      MLv,         trimmed mean,   29,  IG-EPN
igepn2020tvmd, 211843,  3.7, 0.20,   Ms(BB),         trimmed mean,   17,  IG-EPN
igepn2020tvmd, 211843,  3.9, 0.33,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2020tvmd, 211843,  3.7,  NaN,        M,     weighted average,   29,  IG-EPN
igepn2020ucmf, 212045,  4.7, 0.16,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2020ucmf, 212045,  4.6, 0.18,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020ucmf, 212045,  4.8, 0.28,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2020ucmf, 212045,  4.7, 0.00,      MLv,                 mean,    1,  IG-EPN
igepn2020ucmf, 212045,  4.7,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2020ucmf, 212045,  4.9, 0.18,       ML,     trimmed mean(25),    8,  IG-EPN
igepn2020uhsd, 212197,  4.0, 0.16,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2020uhsd, 212197,  3.9, 0.18,      MLv,         trimmed mean,   36,  IG-EPN
igepn2020uhsd, 212197,  4.0, 0.19,   Ms(BB),         trimmed mean,   29,  IG-EPN
igepn2020uhsd, 212197,  4.0, 0.15,     Mjma,     trimmed mean(25),   17,  IG-EPN
igepn2020uhsd, 212197,  4.0,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2020uhsd, 212197,  3.9, 0.16,      MLv,     trimmed mean(25),   17,  IG-EPN
igepn2020vcbx, 212810,  3.7, 0.20,      MLv,         trimmed mean,   41,  IG-EPN
igepn2020vcbx, 212810,  3.9, 0.25,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2020vcbx, 212810,  3.8,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2020vufp, 213472,  4.3, 0.14,     Mjma,         trimmed mean,   34,  IG-EPN
igepn2020vufp, 213472,  4.1, 0.16,      MLv,         trimmed mean,   34,  IG-EPN
igepn2020vufp, 213472,  4.3, 0.16,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2020vufp, 213472,  4.2,  NaN,        M,     weighted average,   34,  IG-EPN
